1e+06 300 1.53603e-06
1e+06 300 2.13443e-06
1e+06 300 7.9304e-07
1e+06 300 1.1763e-05
1e+06 300 2.89398e-05
1e+06 300 3.56905e-05
1e+06 300 1.75118e-05
999999 300 0.000194422
999998 300 0.000459949
999998 300 0.00059151
1e+06 300 3.53482e-05
1.00001e+06 300.001 0.00228064
1.00002e+06 300.002 0.00595773
1.00004e+06 300.003 0.00895199
1.00003e+06 300.002 0.00560034
999950 299.996 0.0138699
999785 299.982 0.0540434
999596 299.965 0.101277
999490 299.956 0.125162
999714 299.975 0.0622474
1.00067e+06 300.057 0.178406
1.00247e+06 300.211 0.617948
1.00457e+06 300.391 1.13662
1.00614e+06 300.525 1.53539
1.00662e+06 300.566 1.62542
1.00467e+06 300.399 1.1021
998465 299.868 0.437648
987582 298.93 3.15004
972659 297.632 6.90997
954710 296.052 11.5057
934694 294.265 16.7236
913374 292.331 22.3889
891312 290.296 28.3731
868901 288.192 34.5836
846420 286.041 40.9524
824061 283.861 47.4315
801944 281.663 53.9906
780144 279.454 60.6095
758707 277.238 67.2746
737665 275.019 73.9759
717037 272.799 80.7066
696835 270.581 87.4612
677065 268.365 94.2358
657730 266.153 101.027
638831 263.945 107.833
620367 261.742 114.651
602334 259.545 121.48
584727 257.355 128.319
567543 255.171 135.166
550776 252.994 142.02
534418 250.824 148.881
518465 248.661 155.749
502909 246.506 162.622
487743 244.359 169.501
472960 242.219 176.385
458552 240.088 183.273
444514 237.965 190.167
430837 235.849 197.064
417515 233.742 203.965
404541 231.643 210.87
391910 229.553 217.777
379616 227.473 224.686
367654 225.401 231.595
356022 223.34 238.5
344718 221.291 245.399
333747 219.255 252.282
323122 217.238 259.135
312887 215.249 265.922
303158 213.315 272.55
294271 211.505 278.758
287217 210.04 283.791
284464 209.467 285.78
284453 209.469 285.79
284174 209.412 285.994
284117 209.4 286.036
284272 209.433 285.924
284417 209.464 285.818
284527 209.487 285.738
284586 209.499 285.696
284617 209.506 285.674
284641 209.511 285.657
284664 209.515 285.64
284687 209.52 285.624
284707 209.524 285.61
284725 209.528 285.598
284741 209.531 285.587
284756 209.533 285.577
284768 209.535 285.568
284779 209.537 285.561
284790 209.538 285.554
284799 209.535 285.548
284807 209.528 285.543
284814 209.525 285.539
284821 209.544 285.535
284827 209.581 285.531
284833 209.584 285.528
284837 209.459 285.526
284841 209.172 285.525
284843 208.956 285.524
284845 209.48 285.524
284846 211.802 285.525
284846 217.215 285.526
284847 227.375 285.527
284847 244.631 285.528
284847 272.016 285.53
284847 311.287 285.531
284847 357.264 285.533
284847 397.541 285.534
284847 422.769 285.536
284846 433.184 285.538
284846 433.7 285.539
284846 429.051 285.541
284845 423.283 285.543
284845 418.948 285.545
284845 416.805 285.546
284845 416.421 285.547
284846 416.939 285.549
284846 417.607 285.55
284847 418.027 285.551
284847 418.144 285.552
284848 418.078 285.553
284848 417.972 285.554
284849 417.905 285.554
284849 417.89 285.555
284849 417.909 285.555
284848 417.936 285.555
284846 417.958 285.552
284842 417.972 285.547
284846 417.984 285.55
284864 417.996 285.567
284844 417.992 285.546
284700 417.934 285.398
284642 417.91 285.338
285451 418.249 286.169
286753 418.805 287.5
283212 417.499 283.775
260317 407.533 258.232
200634 374.952 179.458
133172 328.398 69.1919
102976 302.732 7.67115
99449.1 299.528 1.1502
99732.8 299.771 0.704259
99981.9 299.985 0.0688405
100021 300.018 0.0517208
100007 300.006 0.0184357
99999.6 300 0.000341461
99999.3 299.999 0.00183366
99999.8 300 0.000419613
100000 300 7.38747e-05
100000 300 5.60019e-05
100000 300 7.1111e-06
100000 300 3.81671e-06
100000 300 1.54103e-06
100000 300 2.06016e-08
100000 300 1.43034e-07
100000 300 3.68791e-08
100000 300 4.62726e-09
100000 300 4.5144e-09
100000 300 6.8956e-10
100000 300 2.8054e-10
100000 300 1.2581e-10
100000 300 4.74065e-12
100000 300 2.02022e-11
100000 300 5.66831e-12
100000 300 2.4467e-12
100000 300 2.27594e-12
100000 300 1.77779e-12
100000 300 8.34226e-14
100000 300 1.76554e-12
100000 300 1.76534e-12
100000 300 5.52897e-17
1e+06 300 3.76606e-12
1e+06 300 4.21058e-12
1e+06 300 3.39468e-12
1e+06 300 2.10529e-12
1e+06 300 3.76606e-12
1e+06 300 2.53578e-18
1e+06 300 4.21058e-12
1e+06 300 2.66301e-12
1e+06 300 1.88303e-12
1e+06 300 4.2108e-12
1e+06 300 1.8847e-12
1e+06 300 4.22696e-12
1e+06 300 3.22993e-12
1e+06 300 3.52101e-12
1e+06 300 3.79735e-12
1e+06 300 1.32131e-11
1e+06 300 2.94463e-11
1e+06 300 2.21011e-11
1e+06 300 5.68635e-11
1e+06 300 2.22277e-10
1e+06 300 3.33837e-10
1e+06 300 2.14425e-10
1e+06 300 2.33821e-09
1e+06 300 5.54454e-09
1e+06 300 4.30853e-09
1e+06 300 1.64094e-08
1e+06 300 6.77259e-08
1e+06 300 1.19017e-07
1e+06 300 1.61451e-08
1e+06 300 5.28999e-07
1e+06 300 1.53603e-06
1e+06 300 2.13443e-06
1e+06 300 7.9304e-07
1e+06 300 1.1763e-05
1e+06 300 2.89398e-05
1e+06 300 3.56905e-05
1e+06 300 1.75118e-05
999999 300 0.000194422
999998 300 0.000459949
999998 300 0.00059151
1e+06 300 3.53482e-05
1.00001e+06 300.001 0.00228064
1.00002e+06 300.002 0.00595773
1.00004e+06 300.003 0.00895199
1.00003e+06 300.002 0.00560034
999950 299.996 0.0138699
999785 299.982 0.0540434
999596 299.965 0.101277
999490 299.956 0.125162
999714 299.975 0.0622474
1.00067e+06 300.057 0.178406
1.00247e+06 300.211 0.617948
1.00457e+06 300.391 1.13662
1.00614e+06 300.525 1.53539
1.00662e+06 300.566 1.62542
1.00467e+06 300.399 1.1021
998465 299.868 0.437648
987582 298.93 3.15004
972659 297.632 6.90997
954710 296.052 11.5057
934694 294.265 16.7236
913374 292.331 22.3889
891312 290.296 28.3731
868901 288.192 34.5836
846420 286.041 40.9524
824061 283.861 47.4315
801944 281.663 53.9906
780144 279.454 60.6095
758707 277.238 67.2746
737665 275.019 73.9759
717037 272.799 80.7066
696835 270.581 87.4612
677065 268.365 94.2358
657730 266.153 101.027
638831 263.945 107.833
620367 261.742 114.651
602334 259.545 121.48
584727 257.355 128.319
567543 255.171 135.166
550776 252.994 142.02
534418 250.824 148.881
518465 248.661 155.749
502909 246.506 162.622
487743 244.359 169.501
472960 242.219 176.385
458552 240.088 183.273
444514 237.965 190.167
430837 235.849 197.064
417515 233.742 203.965
404541 231.643 210.87
391910 229.553 217.777
379616 227.473 224.686
367654 225.401 231.595
356022 223.34 238.5
344718 221.291 245.399
333747 219.255 252.282
323122 217.238 259.135
312887 215.249 265.922
303158 213.315 272.55
294271 211.505 278.758
287217 210.04 283.791
284464 209.467 285.78
284453 209.469 285.79
284174 209.412 285.994
284117 209.4 286.036
284272 209.433 285.924
284417 209.464 285.818
284527 209.487 285.738
284586 209.499 285.696
284617 209.506 285.674
284641 209.511 285.657
284664 209.515 285.64
284687 209.52 285.624
284707 209.524 285.61
284725 209.528 285.598
284741 209.531 285.587
284756 209.533 285.577
284768 209.535 285.568
284779 209.537 285.561
284790 209.538 285.554
284799 209.535 285.548
284807 209.528 285.543
284814 209.525 285.539
284821 209.544 285.535
284827 209.581 285.531
284833 209.584 285.528
284837 209.459 285.526
284841 209.172 285.525
284843 208.956 285.524
284845 209.48 285.524
284846 211.802 285.525
284846 217.215 285.526
284847 227.375 285.527
284847 244.631 285.528
284847 272.016 285.53
284847 311.287 285.531
284847 357.264 285.533
284847 397.541 285.534
284847 422.769 285.536
284846 433.184 285.538
284846 433.7 285.539
284846 429.051 285.541
284845 423.283 285.543
284845 418.948 285.545
284845 416.805 285.546
284845 416.421 285.547
284846 416.939 285.549
284846 417.607 285.55
284847 418.027 285.551
284847 418.144 285.552
284848 418.078 285.553
284848 417.972 285.554
284849 417.905 285.554
284849 417.89 285.555
284849 417.909 285.555
284848 417.936 285.555
284846 417.958 285.552
284842 417.972 285.547
284846 417.984 285.55
284864 417.996 285.567
284844 417.992 285.546
284700 417.934 285.398
284642 417.91 285.338
285451 418.249 286.169
286753 418.805 287.5
283212 417.499 283.775
260317 407.533 258.232
200634 374.952 179.458
133172 328.398 69.1919
102976 302.732 7.67115
99449.1 299.528 1.1502
99732.8 299.771 0.704259
99981.9 299.985 0.0688405
100021 300.018 0.0517208
100007 300.006 0.0184357
99999.6 300 0.000341461
99999.3 299.999 0.00183366
99999.8 300 0.000419613
100000 300 7.38747e-05
100000 300 5.60019e-05
100000 300 7.1111e-06
100000 300 3.81671e-06
100000 300 1.54103e-06
100000 300 2.06016e-08
100000 300 1.43034e-07
100000 300 3.68791e-08
100000 300 4.62726e-09
100000 300 4.5144e-09
100000 300 6.8956e-10
100000 300 2.8054e-10
100000 300 1.2581e-10
100000 300 4.74065e-12
100000 300 2.02022e-11
100000 300 5.66831e-12
100000 300 2.4467e-12
100000 300 2.27594e-12
100000 300 1.77779e-12
100000 300 8.34226e-14
100000 300 1.76554e-12
100000 300 1.76534e-12
100000 300 5.52897e-17
